user_id,exer_id,score,knowledge_code
453,6,1,[7]
166,13,0,"[2, 4, 5, 7]"
428,12,1,"[7, 8]"
393,5,1,"[2, 4, 7, 8]"
328,5,1,"[2, 4, 7, 8]"
129,15,0,"[1, 7]"
61,19,0,"[1, 2, 3, 5, 7]"
190,17,1,"[2, 5, 7]"
237,10,0,"[2, 5, 7, 8]"
221,12,1,"[7, 8]"
187,8,0,[7]
323,3,1,"[4, 7]"
490,11,0,"[2, 5, 7]"
216,3,1,"[4, 7]"
249,20,0,"[2, 3, 5, 7]"
330,5,1,"[2, 4, 7, 8]"
15,17,0,"[2, 5, 7]"
108,1,1,"[4, 6, 7]"
471,2,1,"[4, 7]"
92,5,0,"[2, 4, 7, 8]"
190,18,1,"[2, 5, 6, 7]"
9,8,0,[7]
527,2,1,"[4, 7]"
13,2,0,"[4, 7]"
256,19,1,"[1, 2, 3, 5, 7]"
277,18,1,"[2, 5, 6, 7]"
385,4,1,"[2, 3, 5, 7]"
10,13,0,"[2, 4, 5, 7]"
175,8,0,[7]
322,3,1,"[4, 7]"
194,11,0,"[2, 5, 7]"
276,15,1,"[1, 7]"
426,13,0,"[2, 4, 5, 7]"
418,7,0,"[1, 2, 7]"
483,5,0,"[2, 4, 7, 8]"
371,15,0,"[1, 7]"
81,1,0,"[4, 6, 7]"
377,14,1,"[2, 7]"
482,10,0,"[2, 5, 7, 8]"
277,4,1,"[2, 3, 5, 7]"
466,19,0,"[1, 2, 3, 5, 7]"
249,11,0,"[2, 5, 7]"
58,14,0,"[2, 7]"
47,12,1,"[7, 8]"
268,10,0,"[2, 5, 7, 8]"
38,3,1,"[4, 7]"
521,9,0,[2]
152,17,1,"[2, 5, 7]"
248,9,1,[2]
299,12,0,"[7, 8]"
233,1,0,"[4, 6, 7]"
102,4,0,"[2, 3, 5, 7]"
337,10,0,"[2, 5, 7, 8]"
72,6,1,[7]
278,20,1,"[2, 3, 5, 7]"
257,3,1,"[4, 7]"
101,17,0,"[2, 5, 7]"
253,19,0,"[1, 2, 3, 5, 7]"
30,15,1,"[1, 7]"
278,17,1,"[2, 5, 7]"
310,4,0,"[2, 3, 5, 7]"
4,4,1,"[2, 3, 5, 7]"
85,17,0,"[2, 5, 7]"
193,4,0,"[2, 3, 5, 7]"
285,6,0,[7]
16,1,0,"[4, 6, 7]"
93,13,1,"[2, 4, 5, 7]"
483,4,1,"[2, 3, 5, 7]"
337,19,0,"[1, 2, 3, 5, 7]"
493,18,0,"[2, 5, 6, 7]"
233,14,1,"[2, 7]"
77,17,0,"[2, 5, 7]"
496,19,0,"[1, 2, 3, 5, 7]"
298,20,1,"[2, 3, 5, 7]"
307,11,0,"[2, 5, 7]"
478,6,1,[7]
225,11,1,"[2, 5, 7]"
268,14,0,"[2, 7]"
364,11,0,"[2, 5, 7]"
9,16,0,"[2, 7]"
64,20,0,"[2, 3, 5, 7]"
378,15,0,"[1, 7]"
187,17,0,"[2, 5, 7]"
20,8,1,[7]
9,14,1,"[2, 7]"
234,9,0,[2]
300,15,1,"[1, 7]"
316,20,0,"[2, 3, 5, 7]"
333,16,1,"[2, 7]"
462,6,1,[7]
123,4,0,"[2, 3, 5, 7]"
529,5,0,"[2, 4, 7, 8]"
393,1,0,"[4, 6, 7]"
439,19,0,"[1, 2, 3, 5, 7]"
75,15,0,"[1, 7]"
510,7,0,"[1, 2, 7]"
94,17,1,"[2, 5, 7]"
223,14,1,"[2, 7]"
154,6,1,[7]
512,18,0,"[2, 5, 6, 7]"
169,12,1,"[7, 8]"
496,20,0,"[2, 3, 5, 7]"
503,11,0,"[2, 5, 7]"
179,6,1,[7]
88,6,1,[7]
217,4,0,"[2, 3, 5, 7]"
382,14,1,"[2, 7]"
245,2,1,"[4, 7]"
173,17,1,"[2, 5, 7]"
217,9,0,[2]
46,6,1,[7]
206,15,1,"[1, 7]"
84,17,0,"[2, 5, 7]"
290,14,1,"[2, 7]"
141,5,1,"[2, 4, 7, 8]"
180,9,1,[2]
132,8,1,[7]
527,12,1,"[7, 8]"
42,15,1,"[1, 7]"
443,8,1,[7]
237,19,0,"[1, 2, 3, 5, 7]"
222,13,0,"[2, 4, 5, 7]"
212,12,1,"[7, 8]"
505,10,0,"[2, 5, 7, 8]"
285,9,1,[2]
75,8,1,[7]
456,5,1,"[2, 4, 7, 8]"
354,2,1,"[4, 7]"
321,6,1,[7]
521,18,0,"[2, 5, 6, 7]"
460,3,1,"[4, 7]"
94,10,1,"[2, 5, 7, 8]"
421,18,0,"[2, 5, 6, 7]"
99,4,1,"[2, 3, 5, 7]"
526,9,0,[2]
117,3,0,"[4, 7]"
110,14,0,"[2, 7]"
73,11,0,"[2, 5, 7]"
316,12,1,"[7, 8]"
98,17,0,"[2, 5, 7]"
511,13,0,"[2, 4, 5, 7]"
76,16,0,"[2, 7]"
112,13,0,"[2, 4, 5, 7]"
218,17,1,"[2, 5, 7]"
327,17,0,"[2, 5, 7]"
216,6,1,[7]
258,13,1,"[2, 4, 5, 7]"
258,1,1,"[4, 6, 7]"
223,7,1,"[1, 2, 7]"
323,8,1,[7]
308,15,0,"[1, 7]"
168,17,1,"[2, 5, 7]"
521,14,0,"[2, 7]"
472,17,1,"[2, 5, 7]"
247,10,0,"[2, 5, 7, 8]"
400,5,0,"[2, 4, 7, 8]"
163,18,0,"[2, 5, 6, 7]"
482,18,0,"[2, 5, 6, 7]"
503,3,0,"[4, 7]"
345,10,0,"[2, 5, 7, 8]"
387,16,1,"[2, 7]"
154,5,1,"[2, 4, 7, 8]"
228,13,0,"[2, 4, 5, 7]"
96,1,0,"[4, 6, 7]"
367,8,0,[7]
439,16,1,"[2, 7]"
223,10,1,"[2, 5, 7, 8]"
283,16,1,"[2, 7]"
196,6,1,[7]
115,2,1,"[4, 7]"
461,14,1,"[2, 7]"
306,3,1,"[4, 7]"
230,19,0,"[1, 2, 3, 5, 7]"
70,14,1,"[2, 7]"
408,17,0,"[2, 5, 7]"
349,18,0,"[2, 5, 6, 7]"
308,8,1,[7]
340,16,1,"[2, 7]"
227,14,0,"[2, 7]"
210,18,1,"[2, 5, 6, 7]"
60,6,1,[7]
169,3,1,"[4, 7]"
183,20,0,"[2, 3, 5, 7]"
142,9,1,[2]
94,16,1,"[2, 7]"
32,17,1,"[2, 5, 7]"
493,16,0,"[2, 7]"
227,10,0,"[2, 5, 7, 8]"
519,7,0,"[1, 2, 7]"
89,20,1,"[2, 3, 5, 7]"
506,10,0,"[2, 5, 7, 8]"
534,16,0,"[2, 7]"
387,5,1,"[2, 4, 7, 8]"
396,2,1,"[4, 7]"
95,13,1,"[2, 4, 5, 7]"
261,14,1,"[2, 7]"
124,15,1,"[1, 7]"
186,5,1,"[2, 4, 7, 8]"
453,3,1,"[4, 7]"
333,1,0,"[4, 6, 7]"
18,7,0,"[1, 2, 7]"
455,4,0,"[2, 3, 5, 7]"
370,6,1,[7]
114,18,1,"[2, 5, 6, 7]"
413,19,1,"[1, 2, 3, 5, 7]"
453,14,1,"[2, 7]"
69,3,0,"[4, 7]"
10,5,1,"[2, 4, 7, 8]"
288,14,1,"[2, 7]"
31,17,1,"[2, 5, 7]"
60,2,1,"[4, 7]"
430,1,0,"[4, 6, 7]"
83,16,0,"[2, 7]"
19,15,0,"[1, 7]"
51,20,0,"[2, 3, 5, 7]"
142,2,1,"[4, 7]"
457,9,0,[2]
192,1,1,"[4, 6, 7]"
131,1,0,"[4, 6, 7]"
388,20,0,"[2, 3, 5, 7]"
108,11,1,"[2, 5, 7]"
99,1,1,"[4, 6, 7]"
512,7,0,"[1, 2, 7]"
145,3,0,"[4, 7]"
282,12,1,"[7, 8]"
274,4,1,"[2, 3, 5, 7]"
138,10,0,"[2, 5, 7, 8]"
24,1,0,"[4, 6, 7]"
195,9,1,[2]
154,13,1,"[2, 4, 5, 7]"
130,11,1,"[2, 5, 7]"
447,1,1,"[4, 6, 7]"
168,20,1,"[2, 3, 5, 7]"
129,4,1,"[2, 3, 5, 7]"
260,3,0,"[4, 7]"
445,12,1,"[7, 8]"
401,2,1,"[4, 7]"
384,19,0,"[1, 2, 3, 5, 7]"
129,20,0,"[2, 3, 5, 7]"
326,1,0,"[4, 6, 7]"
466,14,1,"[2, 7]"
442,15,0,"[1, 7]"
135,2,0,"[4, 7]"
63,4,0,"[2, 3, 5, 7]"
517,14,0,"[2, 7]"
536,4,1,"[2, 3, 5, 7]"
327,1,0,"[4, 6, 7]"
49,18,0,"[2, 5, 6, 7]"
410,20,1,"[2, 3, 5, 7]"
454,17,0,"[2, 5, 7]"
39,8,1,[7]
293,18,0,"[2, 5, 6, 7]"
462,4,0,"[2, 3, 5, 7]"
293,15,1,"[1, 7]"
70,15,1,"[1, 7]"
41,3,0,"[4, 7]"
494,20,1,"[2, 3, 5, 7]"
61,1,0,"[4, 6, 7]"
90,4,1,"[2, 3, 5, 7]"
92,18,0,"[2, 5, 6, 7]"
411,14,1,"[2, 7]"
238,3,0,"[4, 7]"
127,14,1,"[2, 7]"
91,17,0,"[2, 5, 7]"
405,17,1,"[2, 5, 7]"
496,5,1,"[2, 4, 7, 8]"
420,12,0,"[7, 8]"
450,6,1,[7]
29,4,0,"[2, 3, 5, 7]"
341,11,1,"[2, 5, 7]"
89,8,1,[7]
348,11,0,"[2, 5, 7]"
468,7,1,"[1, 2, 7]"
57,5,1,"[2, 4, 7, 8]"
315,1,1,"[4, 6, 7]"
393,15,0,"[1, 7]"
429,3,1,"[4, 7]"
335,3,1,"[4, 7]"
54,20,1,"[2, 3, 5, 7]"
407,15,1,"[1, 7]"
422,14,1,"[2, 7]"
254,4,1,"[2, 3, 5, 7]"
158,7,0,"[1, 2, 7]"
360,5,1,"[2, 4, 7, 8]"
421,6,0,[7]
252,12,1,"[7, 8]"
203,8,1,[7]
381,19,0,"[1, 2, 3, 5, 7]"
439,13,1,"[2, 4, 5, 7]"
279,12,1,"[7, 8]"
509,9,0,[2]
75,19,0,"[1, 2, 3, 5, 7]"
179,15,0,"[1, 7]"
89,12,1,"[7, 8]"
63,19,0,"[1, 2, 3, 5, 7]"
352,4,0,"[2, 3, 5, 7]"
495,13,0,"[2, 4, 5, 7]"
136,15,1,"[1, 7]"
153,8,1,[7]
389,18,1,"[2, 5, 6, 7]"
340,6,1,[7]
317,2,0,"[4, 7]"
119,13,0,"[2, 4, 5, 7]"
185,11,1,"[2, 5, 7]"
431,11,1,"[2, 5, 7]"
211,19,0,"[1, 2, 3, 5, 7]"
216,7,1,"[1, 2, 7]"
120,12,0,"[7, 8]"
146,6,1,[7]
432,14,1,"[2, 7]"
60,5,0,"[2, 4, 7, 8]"
396,4,1,"[2, 3, 5, 7]"
346,1,1,"[4, 6, 7]"
531,1,0,"[4, 6, 7]"
164,20,0,"[2, 3, 5, 7]"
511,16,1,"[2, 7]"
152,8,1,[7]
192,3,1,"[4, 7]"
480,14,1,"[2, 7]"
346,3,1,"[4, 7]"
118,16,1,"[2, 7]"
228,10,0,"[2, 5, 7, 8]"
236,19,0,"[1, 2, 3, 5, 7]"
427,12,0,"[7, 8]"
411,1,1,"[4, 6, 7]"
56,4,1,"[2, 3, 5, 7]"
75,17,0,"[2, 5, 7]"
27,16,1,"[2, 7]"
264,12,1,"[7, 8]"
514,19,0,"[1, 2, 3, 5, 7]"
210,14,1,"[2, 7]"
214,15,1,"[1, 7]"
156,20,1,"[2, 3, 5, 7]"
202,10,1,"[2, 5, 7, 8]"
300,2,1,"[4, 7]"
233,12,1,"[7, 8]"
154,16,1,"[2, 7]"
360,1,1,"[4, 6, 7]"
298,12,0,"[7, 8]"
368,9,1,[2]
504,19,0,"[1, 2, 3, 5, 7]"
96,7,1,"[1, 2, 7]"
81,15,0,"[1, 7]"
195,1,0,"[4, 6, 7]"
53,16,0,"[2, 7]"
8,15,0,"[1, 7]"
43,12,1,"[7, 8]"
332,2,1,"[4, 7]"
74,19,0,"[1, 2, 3, 5, 7]"
423,8,1,[7]
370,14,1,"[2, 7]"
487,19,0,"[1, 2, 3, 5, 7]"
98,6,0,[7]
413,14,1,"[2, 7]"
269,1,1,"[4, 6, 7]"
302,19,1,"[1, 2, 3, 5, 7]"
233,19,0,"[1, 2, 3, 5, 7]"
481,5,1,"[2, 4, 7, 8]"
361,20,0,"[2, 3, 5, 7]"
286,19,0,"[1, 2, 3, 5, 7]"
303,6,1,[7]
354,19,1,"[1, 2, 3, 5, 7]"
453,1,1,"[4, 6, 7]"
510,20,0,"[2, 3, 5, 7]"
257,19,1,"[1, 2, 3, 5, 7]"
164,4,1,"[2, 3, 5, 7]"
221,19,0,"[1, 2, 3, 5, 7]"
216,8,1,[7]
2,1,0,"[4, 6, 7]"
175,11,1,"[2, 5, 7]"
476,7,1,"[1, 2, 7]"
493,7,0,"[1, 2, 7]"
62,19,0,"[1, 2, 3, 5, 7]"
234,8,1,[7]
479,10,0,"[2, 5, 7, 8]"
303,14,1,"[2, 7]"
19,12,1,"[7, 8]"
364,1,0,"[4, 6, 7]"
7,9,1,[2]
28,1,0,"[4, 6, 7]"
36,9,1,[2]
43,13,1,"[2, 4, 5, 7]"
488,7,0,"[1, 2, 7]"
463,19,0,"[1, 2, 3, 5, 7]"
465,14,1,"[2, 7]"
360,18,1,"[2, 5, 6, 7]"
492,4,0,"[2, 3, 5, 7]"
61,5,0,"[2, 4, 7, 8]"
138,6,1,[7]
526,4,0,"[2, 3, 5, 7]"
466,2,1,"[4, 7]"
86,14,1,"[2, 7]"
361,3,1,"[4, 7]"
34,7,1,"[1, 2, 7]"
320,10,0,"[2, 5, 7, 8]"
526,8,0,[7]
507,6,0,[7]
341,14,1,"[2, 7]"
261,16,0,"[2, 7]"
286,4,1,"[2, 3, 5, 7]"
495,9,0,[2]
246,7,0,"[1, 2, 7]"
367,7,0,"[1, 2, 7]"
337,2,0,"[4, 7]"
61,20,0,"[2, 3, 5, 7]"
139,19,0,"[1, 2, 3, 5, 7]"
277,2,1,"[4, 7]"
107,18,0,"[2, 5, 6, 7]"
168,12,1,"[7, 8]"
29,10,0,"[2, 5, 7, 8]"
310,7,0,"[1, 2, 7]"
103,8,0,[7]
384,6,1,[7]
331,19,0,"[1, 2, 3, 5, 7]"
522,1,0,"[4, 6, 7]"
479,13,0,"[2, 4, 5, 7]"
272,1,1,"[4, 6, 7]"
394,12,1,"[7, 8]"
214,11,1,"[2, 5, 7]"
277,16,1,"[2, 7]"
176,4,1,"[2, 3, 5, 7]"
482,17,0,"[2, 5, 7]"
447,12,1,"[7, 8]"
239,10,1,"[2, 5, 7, 8]"
371,18,0,"[2, 5, 6, 7]"
97,4,0,"[2, 3, 5, 7]"
508,1,0,"[4, 6, 7]"
227,18,0,"[2, 5, 6, 7]"
167,12,1,"[7, 8]"
197,10,1,"[2, 5, 7, 8]"
52,5,0,"[2, 4, 7, 8]"
346,18,1,"[2, 5, 6, 7]"
415,5,1,"[2, 4, 7, 8]"
129,7,0,"[1, 2, 7]"
94,6,1,[7]
484,13,0,"[2, 4, 5, 7]"
347,20,0,"[2, 3, 5, 7]"
358,3,1,"[4, 7]"
488,9,1,[2]
61,9,0,[2]
31,4,1,"[2, 3, 5, 7]"
398,13,0,"[2, 4, 5, 7]"
270,10,0,"[2, 5, 7, 8]"
512,10,0,"[2, 5, 7, 8]"
23,16,1,"[2, 7]"
336,6,1,[7]
228,7,0,"[1, 2, 7]"
63,12,1,"[7, 8]"
418,13,0,"[2, 4, 5, 7]"
220,13,0,"[2, 4, 5, 7]"
96,4,1,"[2, 3, 5, 7]"
233,7,0,"[1, 2, 7]"
462,12,1,"[7, 8]"
67,12,1,"[7, 8]"
216,2,1,"[4, 7]"
53,8,1,[7]
3,7,1,"[1, 2, 7]"
409,12,1,"[7, 8]"
268,3,1,"[4, 7]"
204,8,1,[7]
63,11,1,"[2, 5, 7]"
46,17,1,"[2, 5, 7]"
264,17,0,"[2, 5, 7]"
75,5,0,"[2, 4, 7, 8]"
300,9,1,[2]
306,14,1,"[2, 7]"
508,20,0,"[2, 3, 5, 7]"
14,6,0,[7]
440,19,0,"[1, 2, 3, 5, 7]"
217,12,0,"[7, 8]"
483,1,1,"[4, 6, 7]"
195,2,0,"[4, 7]"
310,17,0,"[2, 5, 7]"
214,20,1,"[2, 3, 5, 7]"
328,17,1,"[2, 5, 7]"
245,18,1,"[2, 5, 6, 7]"
68,14,0,"[2, 7]"
471,16,1,"[2, 7]"
193,13,1,"[2, 4, 5, 7]"
383,7,1,"[1, 2, 7]"
264,3,0,"[4, 7]"
175,10,0,"[2, 5, 7, 8]"
448,14,1,"[2, 7]"
313,5,0,"[2, 4, 7, 8]"
128,16,1,"[2, 7]"
166,20,0,"[2, 3, 5, 7]"
285,3,1,"[4, 7]"
209,20,1,"[2, 3, 5, 7]"
505,18,0,"[2, 5, 6, 7]"
162,20,1,"[2, 3, 5, 7]"
13,3,0,"[4, 7]"
84,14,1,"[2, 7]"
452,20,0,"[2, 3, 5, 7]"
215,19,0,"[1, 2, 3, 5, 7]"
179,19,0,"[1, 2, 3, 5, 7]"
306,10,1,"[2, 5, 7, 8]"
249,1,0,"[4, 6, 7]"
252,10,0,"[2, 5, 7, 8]"
455,8,1,[7]
21,6,1,[7]
388,3,1,"[4, 7]"
245,14,1,"[2, 7]"
134,18,0,"[2, 5, 6, 7]"
515,12,1,"[7, 8]"
236,8,1,[7]
42,19,1,"[1, 2, 3, 5, 7]"
269,5,0,"[2, 4, 7, 8]"
102,11,1,"[2, 5, 7]"
269,6,1,[7]
355,14,1,"[2, 7]"
193,8,0,[7]
331,8,1,[7]
162,5,0,"[2, 4, 7, 8]"
144,11,1,"[2, 5, 7]"
243,6,1,[7]
205,13,0,"[2, 4, 5, 7]"
208,19,0,"[1, 2, 3, 5, 7]"
469,17,0,"[2, 5, 7]"
135,5,1,"[2, 4, 7, 8]"
45,9,1,[2]
353,20,0,"[2, 3, 5, 7]"
341,3,1,"[4, 7]"
43,11,1,"[2, 5, 7]"
209,2,1,"[4, 7]"
509,14,0,"[2, 7]"
44,19,0,"[1, 2, 3, 5, 7]"
77,10,0,"[2, 5, 7, 8]"
454,14,0,"[2, 7]"
373,19,0,"[1, 2, 3, 5, 7]"
433,5,0,"[2, 4, 7, 8]"
7,8,1,[7]
16,6,1,[7]
358,8,1,[7]
302,9,1,[2]
350,20,0,"[2, 3, 5, 7]"
66,13,0,"[2, 4, 5, 7]"
202,5,1,"[2, 4, 7, 8]"
363,15,1,"[1, 7]"
496,6,1,[7]
183,5,0,"[2, 4, 7, 8]"
437,20,0,"[2, 3, 5, 7]"
301,18,1,"[2, 5, 6, 7]"
115,9,0,[2]
324,4,1,"[2, 3, 5, 7]"
427,17,0,"[2, 5, 7]"
112,6,0,[7]
499,15,0,"[1, 7]"
203,7,1,"[1, 2, 7]"
315,11,0,"[2, 5, 7]"
400,13,1,"[2, 4, 5, 7]"
262,7,1,"[1, 2, 7]"
259,12,1,"[7, 8]"
513,20,1,"[2, 3, 5, 7]"
32,11,1,"[2, 5, 7]"
265,8,1,[7]
150,16,1,"[2, 7]"
82,15,1,"[1, 7]"
50,12,1,"[7, 8]"
360,11,0,"[2, 5, 7]"
231,4,0,"[2, 3, 5, 7]"
493,13,0,"[2, 4, 5, 7]"
42,8,1,[7]
246,19,0,"[1, 2, 3, 5, 7]"
485,18,0,"[2, 5, 6, 7]"
365,7,1,"[1, 2, 7]"
14,15,0,"[1, 7]"
163,15,1,"[1, 7]"
151,15,1,"[1, 7]"
374,17,1,"[2, 5, 7]"
257,11,1,"[2, 5, 7]"
144,16,0,"[2, 7]"
81,13,0,"[2, 4, 5, 7]"
399,12,0,"[7, 8]"
474,11,1,"[2, 5, 7]"
242,18,1,"[2, 5, 6, 7]"
291,13,0,"[2, 4, 5, 7]"
270,20,1,"[2, 3, 5, 7]"
364,10,0,"[2, 5, 7, 8]"
79,10,1,"[2, 5, 7, 8]"
141,18,0,"[2, 5, 6, 7]"
93,17,1,"[2, 5, 7]"
487,20,1,"[2, 3, 5, 7]"
116,8,1,[7]
21,16,1,"[2, 7]"
83,6,0,[7]
9,4,0,"[2, 3, 5, 7]"
472,6,1,[7]
436,5,0,"[2, 4, 7, 8]"
76,19,0,"[1, 2, 3, 5, 7]"
392,8,0,[7]
228,4,0,"[2, 3, 5, 7]"
396,11,1,"[2, 5, 7]"
192,17,1,"[2, 5, 7]"
332,3,1,"[4, 7]"
19,13,0,"[2, 4, 5, 7]"
310,5,0,"[2, 4, 7, 8]"
28,3,0,"[4, 7]"
511,10,0,"[2, 5, 7, 8]"
349,11,0,"[2, 5, 7]"
496,3,1,"[4, 7]"
215,3,0,"[4, 7]"
318,6,1,[7]
87,9,1,[2]
459,6,1,[7]
65,8,1,[7]
366,16,1,"[2, 7]"
294,2,0,"[4, 7]"
247,9,1,[2]
325,15,1,"[1, 7]"
512,3,0,"[4, 7]"
493,19,0,"[1, 2, 3, 5, 7]"
435,20,0,"[2, 3, 5, 7]"
253,11,0,"[2, 5, 7]"
56,11,1,"[2, 5, 7]"
325,4,1,"[2, 3, 5, 7]"
426,19,0,"[1, 2, 3, 5, 7]"
412,2,0,"[4, 7]"
59,20,0,"[2, 3, 5, 7]"
214,8,1,[7]
108,10,1,"[2, 5, 7, 8]"
277,9,1,[2]
490,20,0,"[2, 3, 5, 7]"
242,5,0,"[2, 4, 7, 8]"
195,14,0,"[2, 7]"
27,15,0,"[1, 7]"
448,15,1,"[1, 7]"
59,7,0,"[1, 2, 7]"
236,15,0,"[1, 7]"
372,15,0,"[1, 7]"
332,12,1,"[7, 8]"
355,3,1,"[4, 7]"
136,13,1,"[2, 4, 5, 7]"
25,11,1,"[2, 5, 7]"
184,11,1,"[2, 5, 7]"
62,2,0,"[4, 7]"
516,19,0,"[1, 2, 3, 5, 7]"
445,4,1,"[2, 3, 5, 7]"
367,6,1,[7]
344,3,0,"[4, 7]"
193,1,1,"[4, 6, 7]"
418,15,0,"[1, 7]"
431,18,1,"[2, 5, 6, 7]"
115,20,0,"[2, 3, 5, 7]"
217,11,0,"[2, 5, 7]"
271,16,1,"[2, 7]"
140,20,1,"[2, 3, 5, 7]"
444,5,1,"[2, 4, 7, 8]"
268,1,1,"[4, 6, 7]"
52,15,0,"[1, 7]"
399,9,0,[2]
98,7,0,"[1, 2, 7]"
181,7,0,"[1, 2, 7]"
295,13,1,"[2, 4, 5, 7]"
411,13,0,"[2, 4, 5, 7]"
26,11,0,"[2, 5, 7]"
356,4,1,"[2, 3, 5, 7]"
529,4,0,"[2, 3, 5, 7]"
434,6,1,[7]
430,9,1,[2]
270,16,1,"[2, 7]"
436,8,1,[7]
192,15,1,"[1, 7]"
173,20,1,"[2, 3, 5, 7]"
369,2,1,"[4, 7]"
377,4,0,"[2, 3, 5, 7]"
492,2,1,"[4, 7]"
232,14,1,"[2, 7]"
342,6,0,[7]
294,13,0,"[2, 4, 5, 7]"
60,14,1,"[2, 7]"
527,7,0,"[1, 2, 7]"
529,7,0,"[1, 2, 7]"
479,9,1,[2]
82,10,0,"[2, 5, 7, 8]"
434,7,0,"[1, 2, 7]"
185,7,0,"[1, 2, 7]"
505,11,0,"[2, 5, 7]"
33,10,1,"[2, 5, 7, 8]"
5,4,1,"[2, 3, 5, 7]"
101,12,0,"[7, 8]"
316,6,1,[7]
351,20,1,"[2, 3, 5, 7]"
450,20,0,"[2, 3, 5, 7]"
219,13,1,"[2, 4, 5, 7]"
308,17,0,"[2, 5, 7]"
204,17,1,"[2, 5, 7]"
320,17,0,"[2, 5, 7]"
301,5,1,"[2, 4, 7, 8]"
191,5,1,"[2, 4, 7, 8]"
116,17,1,"[2, 5, 7]"
190,6,1,[7]
402,17,0,"[2, 5, 7]"
271,3,0,"[4, 7]"
189,9,1,[2]
326,3,0,"[4, 7]"
28,17,0,"[2, 5, 7]"
454,13,0,"[2, 4, 5, 7]"
364,13,0,"[2, 4, 5, 7]"
430,20,0,"[2, 3, 5, 7]"
301,10,1,"[2, 5, 7, 8]"
35,15,1,"[1, 7]"
450,17,0,"[2, 5, 7]"
362,13,0,"[2, 4, 5, 7]"
192,11,1,"[2, 5, 7]"
52,11,0,"[2, 5, 7]"
129,13,0,"[2, 4, 5, 7]"
412,14,1,"[2, 7]"
103,15,0,"[1, 7]"
120,8,0,[7]
267,1,1,"[4, 6, 7]"
494,1,1,"[4, 6, 7]"
18,8,0,[7]
482,4,1,"[2, 3, 5, 7]"
331,9,1,[2]
121,5,1,"[2, 4, 7, 8]"
137,16,1,"[2, 7]"
473,11,1,"[2, 5, 7]"
398,16,1,"[2, 7]"
63,14,1,"[2, 7]"
476,20,1,"[2, 3, 5, 7]"
96,11,1,"[2, 5, 7]"
454,19,0,"[1, 2, 3, 5, 7]"
447,3,1,"[4, 7]"
112,17,0,"[2, 5, 7]"
416,12,1,"[7, 8]"
417,2,0,"[4, 7]"
294,3,0,"[4, 7]"
144,2,0,"[4, 7]"
89,9,1,[2]
298,2,0,"[4, 7]"
443,3,1,"[4, 7]"
431,1,1,"[4, 6, 7]"
152,19,1,"[1, 2, 3, 5, 7]"
375,11,1,"[2, 5, 7]"
300,16,1,"[2, 7]"
419,16,1,"[2, 7]"
155,12,1,"[7, 8]"
311,1,1,"[4, 6, 7]"
108,14,1,"[2, 7]"
293,1,0,"[4, 6, 7]"
278,5,1,"[2, 4, 7, 8]"
209,10,1,"[2, 5, 7, 8]"
321,2,1,"[4, 7]"
487,16,1,"[2, 7]"
503,16,0,"[2, 7]"
536,5,1,"[2, 4, 7, 8]"
509,1,0,"[4, 6, 7]"
246,6,0,[7]
424,11,0,"[2, 5, 7]"
371,6,1,[7]
427,13,0,"[2, 4, 5, 7]"
30,10,1,"[2, 5, 7, 8]"
362,5,1,"[2, 4, 7, 8]"
390,14,1,"[2, 7]"
250,10,0,"[2, 5, 7, 8]"
293,14,1,"[2, 7]"
95,12,1,"[7, 8]"
532,8,0,[7]
14,19,0,"[1, 2, 3, 5, 7]"
25,7,0,"[1, 2, 7]"
382,5,1,"[2, 4, 7, 8]"
7,1,0,"[4, 6, 7]"
527,19,0,"[1, 2, 3, 5, 7]"
230,10,0,"[2, 5, 7, 8]"
191,1,1,"[4, 6, 7]"
237,7,1,"[1, 2, 7]"
391,8,1,[7]
15,12,0,"[7, 8]"
394,18,1,"[2, 5, 6, 7]"
349,2,0,"[4, 7]"
220,20,1,"[2, 3, 5, 7]"
276,2,1,"[4, 7]"
519,6,0,[7]
204,10,1,"[2, 5, 7, 8]"
65,18,0,"[2, 5, 6, 7]"
71,3,0,"[4, 7]"
2,14,1,"[2, 7]"
406,9,0,[2]
53,12,1,"[7, 8]"
169,14,1,"[2, 7]"
429,13,0,"[2, 4, 5, 7]"
352,5,0,"[2, 4, 7, 8]"
250,9,1,[2]
140,5,1,"[2, 4, 7, 8]"
158,13,0,"[2, 4, 5, 7]"
386,6,1,[7]
38,10,0,"[2, 5, 7, 8]"
147,20,0,"[2, 3, 5, 7]"
161,9,1,[2]
52,17,0,"[2, 5, 7]"
168,18,1,"[2, 5, 6, 7]"
413,7,1,"[1, 2, 7]"
307,6,1,[7]
308,1,1,"[4, 6, 7]"
227,12,0,"[7, 8]"
297,11,0,"[2, 5, 7]"
450,15,0,"[1, 7]"
263,9,1,[2]
179,13,1,"[2, 4, 5, 7]"
136,1,1,"[4, 6, 7]"
222,19,0,"[1, 2, 3, 5, 7]"
498,1,0,"[4, 6, 7]"
65,17,0,"[2, 5, 7]"
184,15,1,"[1, 7]"
174,6,1,[7]
465,16,1,"[2, 7]"
104,17,1,"[2, 5, 7]"
342,7,0,"[1, 2, 7]"
163,4,1,"[2, 3, 5, 7]"
379,14,1,"[2, 7]"
499,11,0,"[2, 5, 7]"
469,20,0,"[2, 3, 5, 7]"
291,14,0,"[2, 7]"
328,11,1,"[2, 5, 7]"
